compound_sent,date,news_outlet,tweet,seconds ago
0.5994,Mon Mar 26 04:08:21 +0000 2018,@CNN,"@CNN @RickSantorum Do you know how big an asshole you are, trying to put down these magnificent children?",61273
0.6249,Mon Mar 26 04:08:20 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61274
0.0,Mon Mar 26 04:08:20 +0000 2018,@CBSNews,"RT @BettyBowers: Stormy Daniels to @CBSNews: ""I really don't need sixty minutes to talk about something that didn't last one."" #StormyDanie…",61274
0.0,Mon Mar 26 04:08:20 +0000 2018,@CBSNews,"RT @BettyBowers: Stormy Daniels to @CBSNews: ""I really don't need sixty minutes to talk about something that didn't last one."" #StormyDanie…",61274
0.0,Mon Mar 26 04:08:19 +0000 2018,@BBCWorld,@BBCWorld Fucking discussing.,61275
-0.6229,Mon Mar 26 04:08:19 +0000 2018,@CNN,@CNN @CNNOpinion She is 39? Get the fuck out! I thought  she was 50ish!,61275
-0.4939,Mon Mar 26 04:08:17 +0000 2018,@nytimes,RT @nytimes: Adult Film Star Says She Stayed Silent on Trump Out of Fear https://t.co/SoHTBxJuza,61277
0.0,Mon Mar 26 04:08:17 +0000 2018,@CNN,RT @OpTheResistance: @eloisapiloto @torrellasscott @pamelaval @fedxjetmech @USNJack @RightWingAngel @RedNationRising @RealMattCouch @hockyw…,61277
-0.4753,Mon Mar 26 04:08:12 +0000 2018,@CNN,@Jdub13406206 @buddy_faro @CNN to excuses? excuses waste time. time is a thing you never get back!,61282
-0.34,Mon Mar 26 04:08:12 +0000 2018,@CNN,"RT @CNN: Remington, the venerable gun maker, has filed for bankruptcy https://t.co/IMYTJCN7Lj https://t.co/lPb4pDFRAP",61282
-0.4404,Mon Mar 26 04:08:12 +0000 2018,@CNN,@jefftiedrich @tryinntryin Hey @CNNPolitics @CNN is there any reason you bring on @RickSantorum other than to annoy your viewers?,61282
-0.34,Mon Mar 26 04:08:11 +0000 2018,@nytimes,"RT @nytimes: ""We’re going to be the generation that takes down the gun lobby."" https://t.co/rn5c6E4iCH",61283
-0.3612,Mon Mar 26 04:08:11 +0000 2018,@CNN,@CNN Why do you constantly have these people on?  He’s ridiculous,61283
0.4404,Mon Mar 26 04:08:09 +0000 2018,@nytimes,"RT @nytimes: To many in Washington, Stephanie Clifford, better known as Stormy Daniels, has become an unexpected force. It is she, some now…",61285
0.4404,Mon Mar 26 04:08:09 +0000 2018,@nytimes,"RT @nytimes: To many in Washington, Stephanie Clifford, better known as Stormy Daniels, has become an unexpected force. It is she, some now…",61285
-0.6072,Mon Mar 26 04:08:07 +0000 2018,@CNN,@CNN @CNNOpinion Hey Anderson. Who did you bang 12 years ago? Two adults having consensual sex? Nobody gives a shit,61287
-0.2621,Mon Mar 26 04:08:06 +0000 2018,@CBSNews,@CBSNews @nowayhescrazy This is what teens look like in Alabama? Bloody hell..?!,61288
-0.7762,Mon Mar 26 04:08:05 +0000 2018,@CNN,@KerrsCL4PTP @CNN crooked cops need to be locked the hell up period that's why!!!!!!!!!,61289
0.6249,Mon Mar 26 04:08:05 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61289
0.3612,Mon Mar 26 04:08:04 +0000 2018,@CNN,@DanteEsposito @MarkDice @dcwidney @CNN @CNNOpinion Doesn’t look like it at all.,61290
0.6249,Mon Mar 26 04:08:04 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61290
0.7906,Mon Mar 26 04:08:01 +0000 2018,@nytimes,"@nytimes GREAT PRESIDENT, Maybe Mueller will HIRE THEM!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1",61293
-0.7845,Mon Mar 26 04:08:00 +0000 2018,@CNN,"RT @robotterror: Given the impact of Fake News on our society, can we NOT have Tech companies and Tech journals publish bullshit April Fool…",61294
0.0,Mon Mar 26 04:08:00 +0000 2018,@CNN,"@CNN Why is this happening a lot lately to tourists? Not only Mexico, other South American tourist destinations??!?!",61294
0.25,Mon Mar 26 04:08:00 +0000 2018,@CNN,"@NPR Trumps like to cheat on wives who just gave birth, with women who look like daughter/sister @IvankaTrump and G… https://t.co/9TPMyamfkS",61294
0.25,Mon Mar 26 04:08:00 +0000 2018,@CBSNews,"@NPR Trumps like to cheat on wives who just gave birth, with women who look like daughter/sister @IvankaTrump and G… https://t.co/9TPMyamfkS",61294
-0.7845,Mon Mar 26 04:08:00 +0000 2018,@nytimes,"RT @robotterror: Given the impact of Fake News on our society, can we NOT have Tech companies and Tech journals publish bullshit April Fool…",61294
0.0,Mon Mar 26 04:07:59 +0000 2018,@CNN,RT @RealCandaceO: Anderson Cooper really spent 60 minutes with a porn star discussing whether or not she had consensual sex 15 years ago an…,61295
0.0,Mon Mar 26 04:07:59 +0000 2018,@nytimes,@bhanderson91 @nytimes Oh I know...it still begs the question....why?,61295
0.0,Mon Mar 26 04:07:57 +0000 2018,@CBSNews,@realKupajo322 @CBSNews What do you do to stand up for single mothers? How do you advocate change? Who do you mento… https://t.co/8bxfKxPR1P,61297
0.0,Mon Mar 26 04:07:55 +0000 2018,@BBCWorld,RT @ArvindK49852923: #शिक्षामित्र#मिडिया से निवेदन है कि उत्तरप्रदेश के जिम्मेदार अफसर या राजनेता या किसी बुद्धिजीवी से ये पता करे कि rte ए…,61299
0.6249,Mon Mar 26 04:07:55 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61299
-0.6705,Mon Mar 26 04:07:50 +0000 2018,@CBSNews,"RT @CBSNews: Stoneman Douglas student @Emma4Change reads the names of her fellow Parkland students who were killed in the Feb. 14 shooting,…",61304
0.6249,Mon Mar 26 04:07:50 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61304
0.0,Mon Mar 26 04:07:48 +0000 2018,@nytimes,"@nytimes All the Gold in the Museum of Oro in Bogota is Gods gold from his temples, yall Humans stole from Our Crea… https://t.co/TjZ6CIj4Ka",61306
0.0,Mon Mar 26 04:07:48 +0000 2018,@nytimes,"@nytimes All the Gold in the Museum of Oro in Bogota is Gods gold from his temples, yall Humans stole from Our Crea… https://t.co/TjZ6CIj4Ka",61306
0.0,Mon Mar 26 04:07:47 +0000 2018,@nytimes,"@amford789 @nytimes Read the article, bud",61307
0.0,Mon Mar 26 04:07:44 +0000 2018,@nytimes,@nytimes But we’re not fucking up the planet.,61310
0.4215,Mon Mar 26 04:07:43 +0000 2018,@CBSNews,@CBSNews Wouldn’t it be easier to sail around the world?,61311
0.6249,Mon Mar 26 04:07:43 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61311
0.0,Mon Mar 26 04:07:42 +0000 2018,@CBSNews,@b0b0n0n0 @CBSNews 😂😂 Then teachers need to be armed with scissors,61312
0.3612,Mon Mar 26 04:07:41 +0000 2018,@BBCWorld,@sanaycto @BBCWorld Allah is Ever Greater,61313
0.4939,Mon Mar 26 04:07:40 +0000 2018,@CBSNews,"BREAKING NEWS -Stormy Daniels reveals she had sex with Trump https://t.co/kYxg4oVUvj via @MailOnline 
Would care fo… https://t.co/RtP0qPe2GV",61314
0.6249,Mon Mar 26 04:07:37 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61317
-0.6543,Mon Mar 26 04:07:34 +0000 2018,@nytimes,@suzzanne86 @nytimes @IvankaTrump @IvankaTrump aren't you just so ashamed of your father??  I am....,61320
0.6249,Mon Mar 26 04:07:34 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61320
-0.4019,Mon Mar 26 04:07:33 +0000 2018,@CBSNews,"RT @CBSNews: A man named ""Mad Mike"" Hughes launched himself in a self-made rocket 1,875 feet above the desert to try and prove his theory t…",61321
-0.7579,Mon Mar 26 04:07:30 +0000 2018,@nytimes,"RT @nytimes: ""Chicago has been plagued with gun violence way before the Parkland shooting. Suddenly, people are talking about students not…",61324
0.7003,Mon Mar 26 04:07:29 +0000 2018,@nytimes,RT @FabianPfeffer: One of the main findings of my latest paper - the rapid growth of the wealth gap in college attainment - is covered in a…,61325
-0.4019,Mon Mar 26 04:07:29 +0000 2018,@CBSNews,"RT @CBSNews: A man named ""Mad Mike"" Hughes launched himself in a self-made rocket 1,875 feet above the desert to try and prove his theory t…",61325
0.0,Mon Mar 26 04:07:29 +0000 2018,@BBCWorld,RT @BBCWorld: A @Qantas airliner makes history completing the first non-stop flight between Australia and the UK https://t.co/nKhWNcrZKK,61325
0.508,Mon Mar 26 04:07:27 +0000 2018,@BBCWorld,"@BBCWorld A one party, one man against nothing is called an election? You should call it for what it is. A sham!!",61327
0.6249,Mon Mar 26 04:07:18 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61336
0.6249,Mon Mar 26 04:07:16 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61338
0.0,Mon Mar 26 04:07:15 +0000 2018,@nytimes,RT @ErinPalinski: Probiotics and Fish Oil During Pregnancy May Curb Allergies in Kids @nytimes https://t.co/aiRzHSeyvm,61339
0.0,Mon Mar 26 04:07:09 +0000 2018,@BBCWorld,"@BBCWorld ""Much ado about nothing.""",61345
0.0,Mon Mar 26 04:07:08 +0000 2018,@CBSNews,@CBSNews Speechless,61346
0.6249,Mon Mar 26 04:07:05 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61349
0.6249,Mon Mar 26 04:07:05 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61349
0.6786,Mon Mar 26 04:07:03 +0000 2018,@nytimes,@nytimes This absolutely needs more publicity. Thank you for sharing.,61351
0.0,Mon Mar 26 04:07:03 +0000 2018,@nytimes,"RT @USTravel: What's new this spring at our #airports? New apps, biometric boarding and more via @nytimes. https://t.co/BPMUpGMc3y",61351
0.6249,Mon Mar 26 04:07:01 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61353
0.6249,Mon Mar 26 04:06:58 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61356
0.0,Mon Mar 26 04:06:57 +0000 2018,@nytimes,RT @therealstellene: Review: An ‘Angels in America’ That Soars on the Breath of Life via @NYTimes https://t.co/3IzhInlHtH,61357
0.6249,Mon Mar 26 04:06:55 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61359
0.0,Mon Mar 26 04:06:55 +0000 2018,@CBSNews,RT @CBSNews: Adult film star Stormy Daniels describes the affair she says she had with Donald Trump in her first television interview about…,61359
0.6249,Mon Mar 26 04:06:53 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61361
0.1531,Mon Mar 26 04:06:50 +0000 2018,@nytimes,"RT @nytimes: Breaking News: Walmart, the largest retailer in the United States, said it will stop selling guns and ammunition to anyone und…",61364
0.6249,Mon Mar 26 04:06:46 +0000 2018,@nytimes,"RT @nytimes: Floating between California and Hawaii, the ""Great Pacific Garbage Patch"" is up to 16 times bigger than previously thought and…",61368
0.3182,Mon Mar 26 04:06:46 +0000 2018,@CBSNews,@CityByTheBayJ @CBSNews I think ESPN is responsible.,61368
-0.2732,Mon Mar 26 04:06:44 +0000 2018,@CBSNews,"RT @CBSNews: Iranian hackers stealing and ""taking credit"" for our work, FBI deputy director says https://t.co/N4k9fZF3yp https://t.co/8nmRe…",61370
-0.624,Mon Mar 26 04:06:37 +0000 2018,@CBSNews,@CBSNews More bullshit from the MSM.,61377
-0.5719,Mon Mar 26 04:06:35 +0000 2018,@CBSNews,@235john @CBSNews It's the left that hate guns,61379
0.3036,Mon Mar 26 04:06:34 +0000 2018,@CBSNews,"RT @CBSNews: In his Palm Sunday address, Pope Francis encourages youth to ""shout"" and not allow older generations to silence them after stu…",61380
0.6705,Mon Mar 26 04:06:23 +0000 2018,@CBSNews,"@jessfedigan @jmyers577 @CBSNews Lol, if you really believe the never trumper they found to put on TV. Be real, he was smart about it",61391
0.0,Mon Mar 26 04:06:23 +0000 2018,@CBSNews,"RT @BettyBowers: Stormy Daniels to @CBSNews: ""I really don't need sixty minutes to talk about something that didn't last one."" #StormyDanie…",61391
-0.4019,Mon Mar 26 04:06:13 +0000 2018,@CBSNews,"RT @CBSNews: A man named ""Mad Mike"" Hughes launched himself in a self-made rocket 1,875 feet above the desert to try and prove his theory t…",61401
0.0,Mon Mar 26 04:05:58 +0000 2018,@BBCWorld,RT @BBCWorld: Egypt election: Voters to elect president https://t.co/2ecHUfhYow,61416
0.4404,Mon Mar 26 04:05:58 +0000 2018,@CBSNews,@JerryDRoth @CBSNews Why? He’s a good dude.,61416
-0.8934,Mon Mar 26 04:05:56 +0000 2018,@BBCWorld,RT @BBCWorld: Yemen war: Saudis shoot down missiles fired by Houthi rebels https://t.co/syyfKbLzdM,61418
-0.4767,Mon Mar 26 04:05:52 +0000 2018,@BBCWorld,There is no point in putting blocks up to Chinese investment in USA or other encumbrances if you permit other EE na… https://t.co/g3b27LtJ97,61422
0.0,Mon Mar 26 04:05:52 +0000 2018,@CBSNews,@SIRGOLDIE17 @CBSNews You’re indeed a lemming,61422
0.4939,Mon Mar 26 04:05:49 +0000 2018,@CBSNews,"RT @CBSNews: ""This was all because of the courage and effort of a handful of 15 and 16 year olds who took the responsibility that so often…",61425
0.0,Mon Mar 26 04:05:47 +0000 2018,@BBCWorld,RT @VisheshDas11: अगर डरना ही है तो अपने बुरे कर्मों से और  #डरो_भगवान_से ये मेरे         #MannKiBaat शास्त्र विरुद्ध साधना से दुख कभी दूर…,61427
-0.4939,Mon Mar 26 04:05:37 +0000 2018,@CBSNews,RT @DanielEllsberg: I'm showing my age in this video--as is the nuclear era. But this piece by @CBSNews on the dangers of the last half cen…,61437
-0.4215,Mon Mar 26 04:05:29 +0000 2018,@CBSNews,"RT @CBSNews: Stephen Curry injury: Warriors star out at least 3 weeks, could return for NBA playoffs https://t.co/clkHWj0Lco https://t.co/N…",61445
-0.4215,Mon Mar 26 04:05:29 +0000 2018,@CBSNews,"RT @CBSNews: Stephen Curry injury: Warriors star out at least 3 weeks, could return for NBA playoffs https://t.co/clkHWj0Lco https://t.co/N…",61445
0.0,Mon Mar 26 04:05:24 +0000 2018,@BBCWorld,@BBCWorld https://t.co/krUQIAOo86,61450
-0.8934,Mon Mar 26 04:05:21 +0000 2018,@BBCWorld,RT @BBCWorld: Yemen war: Saudis shoot down missiles fired by Houthi rebels https://t.co/syyfKbLzdM,61453
0.4576,Mon Mar 26 04:05:14 +0000 2018,@BBCWorld,"Just saw @TheMahiraKhan Interview on @BBCWorld
she defended her country on each stage in quite smart way... Even th… https://t.co/ptOR06pIuv",61460
0.3612,Mon Mar 26 04:05:14 +0000 2018,@CBSNews,"@zabzab102010 @Lee_in_Iowa @TheOtherUser1 @CBSNews Sounds like you need to get a job if you're still ""hunting"" bear… https://t.co/2Uhy8jxI7e",61460
0.0,Mon Mar 26 04:05:11 +0000 2018,@CBSNews,@CBSNews That dude bugs me more than Stormy Daniels.,61463
0.0,Mon Mar 26 04:05:10 +0000 2018,@BBCWorld,@BBCWorld I think the time is ripe for world powers to remove that satanic mullahs' regime in Iran militarily. It w… https://t.co/9iwtlt9Tuo,61464
0.25,Mon Mar 26 04:05:10 +0000 2018,@CBSNews,"RT @universe8282: Trumps like to cheat on wives who just gave birth, with women who look like daughter/sister @IvankaTrump and GOP are tote…",61464
0.0,Mon Mar 26 04:05:09 +0000 2018,@CBSNews,@CBSNews Look me up dam you,61465
-0.8934,Mon Mar 26 04:05:07 +0000 2018,@BBCWorld,RT @BBCWorld: Yemen war: Saudis shoot down missiles fired by Houthi rebels https://t.co/syyfKbLzdM,61467
0.7579,Mon Mar 26 04:05:07 +0000 2018,@BBCWorld,@BBCWorld I’ll bet Trump would win if he were running for president of Egypt because he’s a smart person and does t… https://t.co/nUhxtIZJ3C,61467
-0.296,Mon Mar 26 04:05:00 +0000 2018,@CBSNews,RT @CBSNews: Search continues for missing aspiring model in California https://t.co/DjWkWUGdiX https://t.co/gBOmjtCMsH,61474
0.25,Mon Mar 26 04:04:56 +0000 2018,@CBSNews,"Trumps like to cheat on wives who just gave birth, with women who look like daughter/sister @IvankaTrump and GOP ar… https://t.co/aJ33GjoDUa",61478
-0.3818,Mon Mar 26 04:04:51 +0000 2018,@CBSNews,"RT @CBSNews: “Since the time that I came out here, it has been 6 minutes and 20 seconds,” @Emma4Change says, breaking her silence. ""Fight f…",61483
0.34,Mon Mar 26 04:04:47 +0000 2018,@CBSNews,"🆘 Life with Apple 🆘

a simple update- turns over a Billion iphones into Parts only value- and nobody knows

i can s… https://t.co/feSKc4MIJr",61487
-0.4019,Mon Mar 26 04:04:37 +0000 2018,@BBCWorld,"RT @AzeemFaridi4: @myogiadityanath Is this a #democracy
or #Ramrajya? 

Did,Gandhi ji dreamed
a such of nation

Where to lose there 
jobs,m…",61497
-0.4019,Mon Mar 26 04:04:36 +0000 2018,@CBSNews,"RT @CBSNews: A man named ""Mad Mike"" Hughes launched himself in a self-made rocket 1,875 feet above the desert to try and prove his theory t…",61498
-0.4019,Mon Mar 26 04:04:34 +0000 2018,@CBSNews,"RT @CBSNews: A man named ""Mad Mike"" Hughes launched himself in a self-made rocket 1,875 feet above the desert to try and prove his theory t…",61500
0.0,Mon Mar 26 04:04:34 +0000 2018,@CBSNews,@CBSNews Call,61500
0.3111,Mon Mar 26 04:02:54 +0000 2018,@BBCWorld,"RT @Swalehinkc: Naked #humanity!! 
Naked #democracy!! in #Bangladesh
by #fascist #AwamiLeague backed #BDPolice 

#SaveBangladesh 
#RestoreD…",61600
-0.8779,Mon Mar 26 04:02:52 +0000 2018,@BBCWorld,"@BBCWorld Well then again I shall say: Live by the gun, die by the gun. Create your own hell on wheels.",61602
0.0,Mon Mar 26 04:02:49 +0000 2018,@BBCWorld,@BBCWorld Obvious Gen Sisi will win.. Military style. COMMON TO ALL DICTATORIAL REGIMES.,61605
0.0,Mon Mar 26 04:02:47 +0000 2018,@BBCWorld,RT @VisheshDas11: अगर डरना ही है तो अपने बुरे कर्मों से और  #डरो_भगवान_से ये मेरे         #MannKiBaat शास्त्र विरुद्ध साधना से दुख कभी दूर…,61607
0.0,Mon Mar 26 04:02:47 +0000 2018,@BBCWorld,RT @VisheshDas11: अगर डरना ही है तो अपने बुरे कर्मों से और  #डरो_भगवान_से ये मेरे         #MannKiBaat शास्त्र विरुद्ध साधना से दुख कभी दूर…,61607
0.0,Mon Mar 26 04:02:34 +0000 2018,@BBCWorld,RT @BBCWorld: Egypt election: Voters to elect president https://t.co/2ecHUfhYow,61620
0.0,Mon Mar 26 04:02:29 +0000 2018,@BBCWorld,"RT @akram3986: Up में सैकड़ों #शिक्षामित्रों की मौत पर चर्चा होनी ही चाहिए 
@AmitShah @Aajtaknews_ 
@aajtak @abpnewshindi 
@BBCHindi
@ANI @…",61625
0.0,Mon Mar 26 04:02:08 +0000 2018,@BBCWorld,RT @RajeshV13212416: #RamNavami अवश्य जनिय सच्चाई की रामचंद्र जी तो त्रेतायुग में हुए और द्वापर युग में श्री कृष्ण जी तो सतयुग के प्राणी कि…,61646
0.0,Mon Mar 26 04:01:30 +0000 2018,@BBCWorld,"RT @AshokDa32277958: #TimesFoodAwards
मीडिया को देश व समाज का आईना कहा जाता है लेकिन मीडिया आज इतना भ्रष्ट हो गया है कि एक परसेंट भी विश्वा…",61684
0.0,Mon Mar 26 04:01:18 +0000 2018,@BBCWorld,RT @BBCWorld: Egypt election: Voters to elect president https://t.co/2ecHUfhYow,61696
0.0,Mon Mar 26 04:00:46 +0000 2018,@BBCWorld,RT @BBCWorld: #MeToo movement takes hold in South Korea https://t.co/WGmYOjDHuc,61728
-0.3182,Mon Mar 26 04:00:19 +0000 2018,@BBCWorld,"See Donald, @realDonaldTrump China has grown by dumping products and resources into western markets and uses “democ… https://t.co/9nNUZROTxP",61755
0.0,Mon Mar 26 04:00:16 +0000 2018,@BBCWorld,"Wind of Change!
@UKenyatta @RailaOdinga @dkmaraga @SpeakerJBMuturi @MusaliaMudavadi @skmusyoka @Wetangulam… https://t.co/w9GGMk9RWm",61758
0.0,Mon Mar 26 04:00:13 +0000 2018,@BBCWorld,"RT @Sanjana4500: #MondayMotivation
#डरो_भगवान_से
आजा बंदे शरण राम की फिर पीछे पछतायेगा।
 काल बली तेरा लेखा लेगा वहां क्या बात बनाएगा ।
लाल…",61761
0.0,Mon Mar 26 04:00:13 +0000 2018,@BBCWorld,RT @BBCWorld: Egypt election: Voters to elect president https://t.co/2ecHUfhYow,61761
